,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
16,16,3.4933769300488726e-12,2.649675106611924e-12,3.223050593554811e-12,4.298422258856349e-12,5.8213337079698164e-12,2.8086205916174944e-12,4.663553098893549e-12,L932,learning1,AW,Early,First,Type_A
17,17,3.4514839494233998e-12,2.7943268539967268e-12,3.032720194926651e-12,3.55938501602944e-12,4.074349047771763e-12,1.822394508089412e-12,8.502661769849769e-12,L932,learning1,AW,Early,First,Type_A
18,18,3.1263678274694533e-12,3.6155667350963366e-12,3.435013075788867e-12,5.6343552813812084e-12,4.457702621523108e-12,2.663571309460325e-12,6.4683231645743095e-12,L932,learning1,AW,Early,First,Type_A
19,19,4.8490454496448225e-12,4.001296655626305e-12,2.754486314439103e-12,2.47905818304185e-12,3.751691941737303e-12,3.487564255215692e-12,1.8677867413615265e-12,L932,learning1,AW,Early,First,Type_A
20,20,2.3785562873848347e-12,3.53537893705405e-12,3.2148959185263476e-12,3.1308894832323275e-12,5.256841946273355e-12,4.086540371526271e-12,3.203382591801132e-12,L932,learning1,AW,Early,First,Type_A
21,21,3.072673512186754e-12,4.070804727306257e-12,5.825487345284325e-12,6.682315157591092e-12,8.904151535031514e-12,7.601752214400439e-12,5.414515808450743e-12,L932,learning1,AW,Early,First,Type_A
22,22,4.472122954270263e-12,3.907437156498405e-12,3.882226456335527e-12,2.948181881606755e-12,1.7626505500499718e-12,3.443355184960051e-12,2.4487295212748417e-12,L932,learning1,AW,Early,First,Type_A
23,23,2.586120900142165e-12,4.035621526495456e-12,4.04509620563913e-12,4.663830702206023e-12,4.974132319437513e-12,5.1896580433098545e-12,3.5655431106634203e-12,L932,learning1,AW,Early,First,Type_A
24,24,3.085481313525444e-12,3.3997638668932486e-12,2.1533549746156526e-12,3.8492541910458555e-12,4.1744963887674305e-12,4.426466153309414e-12,4.6464397450420196e-12,L932,learning1,AW,Early,First,Type_A
25,25,5.044677269408655e-12,2.335136963610097e-12,4.777573416866713e-12,1.9978653603428677e-12,2.5883357846893427e-12,3.3562033781328045e-12,3.2918827219936317e-12,L932,learning1,AW,Early,First,Type_A
26,26,3.990485417043864e-12,3.3213598393055913e-12,2.8472484851728396e-12,3.8132668620036805e-12,4.450048364598855e-12,3.7332945989114165e-12,2.7638604052564797e-12,L932,learning1,AW,Early,First,Type_A
27,27,1.6673359753462829e-12,4.7861819525250924e-12,4.666318299429307e-12,7.541278090863957e-12,5.385572341710213e-12,4.426209582524424e-12,4.756544086748668e-12,L932,learning1,AW,Early,First,Type_A
0,0,4.300643366017269e-12,3.0216256103330067e-12,2.5794916557266636e-12,3.282364833248077e-12,1.871087359877871e-12,1.6387298483511414e-12,2.970228758318172e-12,L932,performance3,NW,Advanced,First,Type_B
1,1,2.820831215863719e-12,3.995316502082678e-12,5.1847361217558136e-12,4.787225889404762e-12,3.4340282587792385e-12,3.8820713871884456e-12,3.4631178619675936e-12,L932,performance3,NW,Advanced,First,Type_B
2,2,4.034064144125471e-12,2.9199507479153073e-12,3.958273091752457e-12,3.722414133169618e-12,2.6311025494503003e-12,3.597265126012156e-12,3.4007748396588205e-12,L932,performance3,NW,Advanced,First,Type_B
3,3,2.9699191518845875e-12,3.892842736227277e-12,1.7391832190955156e-12,1.8863392616836444e-12,2.156856899357767e-12,3.4374416403641445e-12,5.183772682672923e-12,L932,performance3,NW,Advanced,First,Type_B
4,4,5.60102412455682e-12,7.571353445306838e-12,6.698446256434876e-12,7.30863727335125e-12,6.645505300732533e-12,7.0403018563478265e-12,1.2165997006400098e-11,L932,performance3,NW,Advanced,First,Type_B
5,5,8.498579775551135e-12,1.1363075698488832e-11,8.229593634104052e-12,7.2617107273557e-12,5.729738984392614e-12,2.7023893462747713e-12,2.809580254180133e-12,L932,performance3,NW,Advanced,First,Type_B
6,6,4.1830811581659474e-12,3.451836847835234e-12,4.191954068073971e-12,3.725592894848124e-12,6.435783543445485e-12,6.1413879813554144e-12,3.4458639015452007e-12,L932,performance3,NW,Advanced,First,Type_B
7,7,4.441008638867846e-12,3.2513504456104168e-12,4.6599416430468896e-12,5.800221297507469e-12,6.9216085678887065e-12,5.525228294742254e-12,8.58513988980742e-12,L932,performance3,NW,Advanced,First,Type_B
8,8,2.5433422673697658e-12,3.0801872899812265e-12,2.9630245749400252e-12,2.3330323529115404e-12,2.348915441134589e-12,2.1216638858743004e-12,2.4750306106406734e-12,L932,performance3,NW,Advanced,First,Type_B
9,9,4.910183071582604e-12,6.6122417971943515e-12,5.154998301854192e-12,5.718192129905129e-12,5.6477460600652094e-12,4.102751812330134e-12,6.459419719201268e-12,L932,performance3,NW,Advanced,First,Type_B
10,10,4.340505065640375e-12,2.2556041092320026e-12,5.299801302325172e-12,4.032397824923739e-12,6.034481529700839e-12,4.801583991459571e-12,4.665242536198514e-12,L932,performance3,NW,Advanced,First,Type_B
11,11,3.483714079251722e-12,3.201135487046893e-12,2.5639247663723666e-12,1.7247268557982803e-12,5.379987458267297e-12,2.3503867764481527e-12,3.0439072961257237e-12,L932,performance3,NW,Advanced,First,Type_B
12,12,3.933989919228922e-12,1.7127931499292801e-12,2.912878111839905e-12,3.4001224006237936e-12,3.9194760393964605e-12,2.2523829666578523e-12,3.570168987453399e-12,L932,performance3,NW,Advanced,First,Type_B
13,13,2.8063450338727613e-12,2.4547546098660142e-12,3.0372260239606897e-12,3.704283030757255e-12,4.142646685400221e-12,4.075732448156435e-12,3.706286727888242e-12,L932,performance3,NW,Advanced,First,Type_B
14,14,6.75152695656673e-12,4.528881930855298e-12,6.108049966165569e-12,7.684792030302382e-12,5.122011108416463e-12,4.226658190426519e-12,5.3289978339125706e-12,L932,performance3,NW,Advanced,First,Type_B
15,15,3.0124875721893114e-12,4.350498570613991e-12,4.5118478629957574e-12,3.978701273655736e-12,4.886305231093637e-12,6.368975971384028e-12,2.6372621923722982e-12,L932,performance3,NW,Advanced,First,Type_B
16,16,2.6132287268411488e-12,2.4145608811564414e-12,2.21973341000499e-12,3.3582413004146784e-12,5.669506998526569e-12,2.0704700790018548e-12,2.463428192616219e-12,L932,performance3,NW,Advanced,First,Type_B
17,17,2.7786822428322547e-12,2.6336639702403133e-12,2.759947824834488e-12,3.623105503748031e-12,2.3469465188471307e-12,1.9958411621573246e-12,2.1749007387416417e-12,L932,performance3,NW,Advanced,First,Type_B
18,18,2.858060647145884e-12,2.480704865850126e-12,3.1547412404565538e-12,1.9353108432086907e-12,3.382805273616629e-12,3.7345714100938454e-12,4.903004012802131e-12,L932,performance3,NW,Advanced,First,Type_B
19,19,4.291806787769172e-12,3.787698050264905e-12,2.7720525723855724e-12,4.688118197065911e-12,3.5566767427956126e-12,4.302525250793652e-12,3.993589600394304e-12,L932,performance3,NW,Advanced,First,Type_B
20,20,2.052671317737014e-12,3.4495475152115624e-12,3.3888494163457247e-12,5.734284731656624e-12,4.67906229300436e-12,5.659347205423269e-12,3.397140129254902e-12,L932,performance3,NW,Advanced,First,Type_B
21,21,2.857000319501558e-12,6.257078152379486e-12,2.6103667594671492e-12,2.3511549083398665e-12,4.067811831518301e-12,4.0174956310447044e-12,4.571568961109186e-12,L932,performance3,NW,Advanced,First,Type_B
22,22,4.904485948500243e-12,2.5900440960671897e-12,4.078988498636171e-12,4.3236172458728624e-12,4.10493352459329e-12,7.905157200123902e-12,7.923003005077419e-12,L932,performance3,NW,Advanced,First,Type_B
23,23,2.5417368708206056e-12,3.399302744544425e-12,8.048840905428334e-12,8.51863082643558e-12,7.991763562991568e-12,5.439556055825635e-12,6.0739350530757554e-12,L932,performance3,NW,Advanced,First,Type_B
24,24,8.665506468985167e-12,4.967657951892969e-12,5.233267128311183e-12,3.5399987683879277e-12,3.372572005834739e-12,3.746576070942242e-12,4.500652694727658e-12,L932,performance3,NW,Advanced,First,Type_B
25,25,3.4139988323691513e-12,5.217550803190247e-12,6.6039049461550405e-12,5.139497806687585e-12,5.916507184945672e-12,4.1111608599545004e-12,2.5035948150435026e-12,L932,performance3,NW,Advanced,First,Type_B
26,26,2.3535545923428545e-12,3.136619015308997e-12,4.926856078986184e-12,6.166081336233918e-12,5.641653884743396e-12,3.936743229656989e-12,5.402497149434998e-12,L932,performance3,NW,Advanced,First,Type_B
27,27,1.996542737046886e-12,1.7546851008986397e-12,3.0170145992788735e-12,3.970982922976487e-12,4.140003242172269e-12,3.64362259707933e-12,3.4629918141110132e-12,L932,performance3,NW,Advanced,First,Type_B
0,0,5.9016968153229465e-12,8.334872021753412e-12,8.145964422090399e-12,8.07994784611085e-12,5.065873096892349e-12,5.257011605147002e-12,4.540862324595531e-12,L932,performance3,AW,Advanced,First,Type_A
1,1,3.7308986553769064e-12,5.397130411788332e-12,2.7153933022151562e-12,3.0464579118501506e-12,3.76853793834562e-12,3.002217451741213e-12,5.169510190698357e-12,L932,performance3,AW,Advanced,First,Type_A
2,2,4.301590171664424e-12,4.216688601056266e-12,5.180644584978991e-12,4.948817066028498e-12,6.569701249562856e-12,5.298862582354408e-12,5.620107514811923e-12,L932,performance3,AW,Advanced,First,Type_A
3,3,2.4451992879431565e-12,5.479618037009435e-12,5.0202646595802945e-12,4.49086773269507e-12,4.493358947888329e-12,3.7068292939083514e-12,2.802317457595048e-12,L932,performance3,AW,Advanced,First,Type_A
4,4,5.446992068392741e-12,4.9840598708885436e-12,4.540810955856923e-12,1.7514587349845189e-12,3.706517565459589e-12,4.777095911506305e-12,4.967719152299262e-12,L932,performance3,AW,Advanced,First,Type_A
5,5,5.140907206216191e-12,4.253692474607552e-12,4.979194334309206e-12,5.8369430577856345e-12,5.984457632359864e-12,6.075393870282978e-12,5.358281133204215e-12,L932,performance3,AW,Advanced,First,Type_A
6,6,4.2899850094409475e-12,4.619313649009592e-12,3.992669633548532e-12,4.587168825044226e-12,6.703750342300602e-12,7.364713179685831e-12,7.494257621080827e-12,L932,performance3,AW,Advanced,First,Type_A
7,7,2.8817863848122344e-12,1.4644333297245585e-12,3.2326834331882834e-12,3.0042641912016033e-12,4.2836475386234135e-12,3.3253709643447038e-12,2.5966010477595747e-12,L932,performance3,AW,Advanced,First,Type_A
8,8,2.2033747732963243e-12,3.4549428516064395e-12,2.946660167621583e-12,4.010089118907807e-12,4.395303666534335e-12,4.201252382714014e-12,3.2215550886279353e-12,L932,performance3,AW,Advanced,First,Type_A
9,9,4.321072108467488e-12,3.5949266366006636e-12,2.398383467024883e-12,1.9648224921116163e-12,3.744432283594833e-12,5.230501507559048e-12,3.5950265880122824e-12,L932,performance3,AW,Advanced,First,Type_A
10,10,1.6967913086644772e-12,2.3704711302558434e-12,5.454504132371158e-12,4.4027648517681435e-12,4.39818045390107e-12,3.968886679003097e-12,4.0104974234692955e-12,L932,performance3,AW,Advanced,First,Type_A
11,11,2.686718604551835e-12,2.654324447292043e-12,2.9461105947647317e-12,3.855817170362276e-12,3.5594446766760936e-12,1.8426304371233243e-12,2.1442784524281913e-12,L932,performance3,AW,Advanced,First,Type_A
12,12,3.0415648103944527e-12,3.5908712535508157e-12,3.0647003141329957e-12,2.6377986520747115e-12,2.8683117246010967e-12,1.7821631521819705e-12,3.6179386937344218e-12,L932,performance3,AW,Advanced,First,Type_A
13,13,4.3954184181683595e-12,5.049970450000368e-12,7.572534907687473e-12,8.047886359891699e-12,5.478896023089877e-12,7.696733557904205e-12,6.929287487230765e-12,L932,performance3,AW,Advanced,First,Type_A
14,14,4.263111371965342e-12,3.237641013435799e-12,4.474827469978861e-12,3.0821230729352097e-12,2.57390531238072e-12,3.388549468589459e-12,3.5135818731644183e-12,L932,performance3,AW,Advanced,First,Type_A
15,15,2.056765384146652e-12,3.1736901986855035e-12,3.7717731894714444e-12,2.4361317626116018e-12,3.6115941552185475e-12,4.294843203863278e-12,6.6663807231133385e-12,L932,performance3,AW,Advanced,First,Type_A
16,16,4.687152408802903e-12,5.426053867855958e-12,1.8213695352182296e-12,1.9151873693495593e-12,4.227510184559609e-12,2.9705271755215647e-12,2.2709541337909945e-12,L932,performance3,AW,Advanced,First,Type_A
17,17,3.763271902995368e-12,4.086665076551179e-12,4.1503253209799275e-12,5.016518835282657e-12,5.333362650890199e-12,2.137197656828409e-12,2.4237922823469534e-12,L932,performance3,AW,Advanced,First,Type_A
18,18,3.196004176401177e-12,3.55289396194063e-12,2.0407344194931085e-12,2.945699980466865e-12,4.016603997016847e-12,3.887316545072607e-12,1.779388780540063e-12,L932,performance3,AW,Advanced,First,Type_A
19,19,2.6481439542335252e-12,3.849397430171534e-12,6.12202910592648e-12,9.825230220616825e-12,7.153078361753825e-12,4.758171127348684e-12,4.8901724141913e-12,L932,performance3,AW,Advanced,First,Type_A
20,20,3.980121127423526e-12,2.167839248188502e-12,3.1285355795553072e-12,4.3455056254174265e-12,4.423338702996805e-12,5.923200423973793e-12,5.839434457114301e-12,L932,performance3,AW,Advanced,First,Type_A
21,21,4.0893828581496885e-12,5.5542630414735934e-12,5.843962190896164e-12,3.459856608790433e-12,3.753676146875755e-12,3.3023380223794372e-12,2.1857239813049875e-12,L932,performance3,AW,Advanced,First,Type_A
22,22,2.785475413114012e-12,2.701304889526925e-12,2.7876882671322357e-12,2.172258058512662e-12,2.0032814590707495e-12,3.4856360404206966e-12,4.177312889039478e-12,L932,performance3,AW,Advanced,First,Type_A
23,23,3.1991451310105938e-12,2.425360411440676e-12,2.824026619893988e-12,4.192968202929018e-12,2.26169926754738e-12,3.973144895924186e-12,2.22037150159688e-12,L932,performance3,AW,Advanced,First,Type_A
24,24,1.862998541458627e-12,3.050628954806138e-12,3.6037044206076445e-12,6.795298657553187e-12,5.8797072597694035e-12,5.890232464351377e-12,5.1691986087826106e-12,L932,performance3,AW,Advanced,First,Type_A
25,25,4.754698408032477e-12,8.318925942164967e-12,3.995011294740842e-12,3.4733861546295096e-12,3.782380582600874e-12,3.0455617593332727e-12,2.6815484366837395e-12,L932,performance3,AW,Advanced,First,Type_A
26,26,4.278294771233035e-12,2.4816200453691825e-12,2.301875710788053e-12,3.1309680307444252e-12,4.9283872637336504e-12,4.12250874896487e-12,5.930322520951176e-12,L932,performance3,AW,Advanced,First,Type_A
27,27,3.024569955623191e-12,3.4657956761041415e-12,3.024586673567386e-12,2.9437437806760474e-12,3.8441869703755126e-12,3.3855184215930327e-12,4.567980833473949e-12,L932,performance3,AW,Advanced,First,Type_A
0,0,5.02951850648907e-12,1.966108202267446e-12,3.953188234786812e-12,3.2030184045321615e-12,4.675033228137266e-12,9.280164784505087e-12,5.572584405767026e-12,L932,learning4,NW,Early,Last,Type_A
1,1,4.140011711625609e-12,2.3785474355113293e-12,3.7304955577770275e-12,2.2915219827869154e-12,4.7671780420887214e-12,4.335302461642224e-12,2.0565238351280325e-12,L932,learning4,NW,Early,Last,Type_A
2,2,6.0553510023759545e-12,3.1950025592648145e-12,2.6267603694979268e-12,3.296195068327622e-12,2.990360256604444e-12,2.844590311887764e-12,6.436253919082996e-12,L932,learning4,NW,Early,Last,Type_A
3,3,7.33190901141391e-12,3.3247901725897436e-12,4.050340350972387e-12,2.951564798328036e-12,4.0952987639429736e-12,4.023890375338731e-12,1.5231844416753887e-12,L932,learning4,NW,Early,Last,Type_A
4,4,1.615202898112658e-11,1.5107589404821656e-11,1.0746284505741177e-11,9.289542351798918e-12,6.114482912935244e-12,4.330470753256605e-12,4.7504363440382036e-12,L932,learning4,NW,Early,Last,Type_A
5,5,2.315732788545515e-12,1.6298852032278467e-12,3.351443449120175e-12,5.551430983116578e-12,4.754006627983525e-12,3.040463603720996e-12,2.5446744364389882e-12,L932,learning4,NW,Early,Last,Type_A
6,6,9.60713462084431e-12,1.1018056505002931e-11,1.2038191510311948e-11,1.047921827245021e-11,9.071020094398315e-12,8.051935124533595e-12,9.261749618922573e-12,L932,learning4,NW,Early,Last,Type_A
7,7,3.311228458101518e-12,1.879503642376141e-12,4.222467581823836e-12,2.951658869956965e-12,1.9151134573978356e-12,1.903096433795234e-12,3.4024563258031555e-12,L932,learning4,NW,Early,Last,Type_A
8,8,4.4461107944826055e-12,3.5094415083299298e-12,3.927794363700417e-12,3.5903124037584143e-12,9.559872968568933e-12,8.235933102112338e-12,5.621687776490594e-12,L932,learning4,NW,Early,Last,Type_A
9,9,4.594070954253983e-12,2.483155259386972e-12,2.3636130159980834e-12,3.090630048032351e-12,3.4439683132181206e-12,4.43797271354305e-12,3.991854868105531e-12,L932,learning4,NW,Early,Last,Type_A
10,10,2.721344181718207e-12,1.9079406174030246e-12,3.5093597281754193e-12,3.832319304718111e-12,3.058694998486222e-12,2.1504437019825443e-12,1.8321431739323713e-12,L932,learning4,NW,Early,Last,Type_A
11,11,9.743177982980293e-12,4.464719960476396e-12,3.602945174121462e-12,5.100851015024843e-12,5.946652019297987e-12,6.670757442603572e-12,5.57739806035454e-12,L932,learning4,NW,Early,Last,Type_A
12,12,3.9243493600577775e-12,3.251018830537874e-12,4.400643235874163e-12,3.4917341646728897e-12,3.3224853753055936e-12,3.5023033121033132e-12,4.6324676745300635e-12,L932,learning4,NW,Early,Last,Type_A
13,13,6.418496345613285e-12,6.789241075653076e-12,3.0023505091481078e-12,4.1099488659853845e-12,3.5428703980250413e-12,3.6185298156794523e-12,2.7946555771742725e-12,L932,learning4,NW,Early,Last,Type_A
14,14,3.702013176945901e-12,4.814021991143865e-12,3.3243727969367053e-12,6.400174816954777e-12,9.47413500843107e-12,1.0189554321964087e-11,7.908006109002603e-12,L932,learning4,NW,Early,Last,Type_A
15,15,3.99013064742866e-12,2.9080657995025827e-12,2.0347640836616437e-12,3.35433170569983e-12,2.7577929424566853e-12,4.2803003306513634e-12,4.2387861064757895e-12,L932,learning4,NW,Early,Last,Type_A
16,16,6.9075079669872544e-12,4.198425774764995e-12,4.825642557553875e-12,5.684201909435314e-12,5.399749938346868e-12,6.852782757038731e-12,5.6241580316475726e-12,L932,learning4,NW,Early,Last,Type_A
17,17,4.671719148256741e-12,3.565449140357421e-12,4.951568751413155e-12,5.284588616611993e-12,7.329904142018785e-12,9.119665046268464e-12,6.70468318079269e-12,L932,learning4,NW,Early,Last,Type_A
18,18,2.0610848326801417e-12,3.442811452878259e-12,5.084835105088219e-12,6.814445251220144e-12,7.631917920016386e-12,8.092005333274961e-12,8.286999303536505e-12,L932,learning4,NW,Early,Last,Type_A
19,19,4.612387168183214e-12,4.023666277510876e-12,7.1009518133026655e-12,7.856813827158973e-12,4.6954578738654546e-12,1.0415868857889451e-11,9.437337215348966e-12,L932,learning4,NW,Early,Last,Type_A
20,20,5.209926380175116e-12,7.0776089330724305e-12,9.90492386280622e-12,1.1656989273944199e-11,9.983643434128243e-12,9.609334390006802e-12,8.981932470115929e-12,L932,learning4,NW,Early,Last,Type_A
21,21,2.8784559979002072e-12,5.951922625858131e-12,5.641648770818623e-12,5.416212533641229e-12,7.105003307025096e-12,7.641986428477027e-12,6.39622559862661e-12,L932,learning4,NW,Early,Last,Type_A
22,22,2.427791072252174e-12,1.7813167984070873e-12,3.0740620218443588e-12,4.220350522408913e-12,5.593969045113929e-12,6.928568678430219e-12,6.788373107095171e-12,L932,learning4,NW,Early,Last,Type_A
23,23,3.103989083323074e-12,4.05014759337818e-12,4.0176376610791635e-12,3.177567135920159e-12,2.8393513405655693e-12,3.3028887105153642e-12,4.128503223978847e-12,L932,learning4,NW,Early,Last,Type_A
24,24,3.735959212090014e-12,7.088167466550434e-12,4.314822527998693e-12,3.986291133486142e-12,6.446495097709561e-12,6.527453048481176e-12,6.411669102528463e-12,L932,learning4,NW,Early,Last,Type_A
25,25,3.74976172044787e-12,1.1682848254783162e-11,8.78416213179703e-12,7.898327338052131e-12,8.73631690286405e-12,5.279686828229347e-12,3.2850981054798473e-12,L932,learning4,NW,Early,Last,Type_A
26,26,3.6047577604102494e-12,2.8646835720342715e-12,4.5203028708173076e-12,5.571432660902554e-12,4.570044540915032e-12,5.5581719159282685e-12,4.816909873540995e-12,L932,learning4,NW,Early,Last,Type_A
27,27,3.540698888413959e-12,3.1838975801306237e-12,2.2454594299627784e-12,2.6519505711259947e-12,2.3956504614987092e-12,2.974142997509424e-12,4.361396245747691e-12,L932,learning4,NW,Early,Last,Type_A
0,0,6.258033135189251e-12,8.587449926228423e-12,8.556563222345046e-12,8.849742116915587e-12,1.2298709438909169e-11,8.80489862847248e-12,7.690621837868986e-12,L932,learning4,AW,Early,Last,Type_B
1,1,2.5625228950744383e-12,2.8909749059063246e-12,2.5708850653134736e-12,3.095047845611781e-12,3.7028984844688805e-12,4.3644164044299416e-12,5.085168370789302e-12,L932,learning4,AW,Early,Last,Type_B
2,2,5.961289165185616e-12,3.998772755429455e-12,2.818660967677075e-12,3.11004064651518e-12,3.1022767880303623e-12,2.6268649506551198e-12,4.491980325720514e-12,L932,learning4,AW,Early,Last,Type_B
3,3,4.2710033906305795e-12,7.908350153021188e-12,3.2200156065452768e-12,3.419778535722815e-12,2.9293453161403758e-12,3.8070319933722954e-12,5.323696501937199e-12,L932,learning4,AW,Early,Last,Type_B
4,4,5.344271072650727e-12,4.798940464498467e-12,3.4458539776159835e-12,3.0814201858386022e-12,5.415514271250697e-12,5.967798682822269e-12,8.013672826204677e-12,L932,learning4,AW,Early,Last,Type_B
5,5,6.299588245953198e-12,5.476842962164104e-12,5.955265557236933e-12,1.0387946530902443e-11,1.2285045850635692e-11,1.53466947442557e-11,9.773069093474805e-12,L932,learning4,AW,Early,Last,Type_B
6,6,4.883183680867068e-12,7.152040114076701e-12,5.071948431577638e-12,4.206342072168e-12,7.696187952680773e-12,8.378015398465188e-12,4.485704310385268e-12,L932,learning4,AW,Early,Last,Type_B
7,7,3.271848913354722e-12,2.0702770403588738e-12,4.8248524205120845e-12,2.6624785197131637e-12,5.136012600277318e-12,3.9316536526225125e-12,3.0719921863769833e-12,L932,learning4,AW,Early,Last,Type_B
8,8,3.893537312033165e-12,2.2216140651445196e-12,4.082756707596653e-12,2.18466379011469e-12,5.170716577647466e-12,3.69749007756145e-12,5.86453019786088e-12,L932,learning4,AW,Early,Last,Type_B
9,9,4.50703393550019e-12,8.78298116871408e-12,9.330033198685051e-12,7.730150206277567e-12,8.597050874966465e-12,5.121364797020076e-12,2.663773266847036e-12,L932,learning4,AW,Early,Last,Type_B
10,10,5.563347000017859e-12,3.3673606315641457e-12,4.46100065012652e-12,3.276751969751915e-12,4.686752962898855e-12,5.439514021782945e-12,4.834682511225133e-12,L932,learning4,AW,Early,Last,Type_B
11,11,2.8503232355447742e-12,5.506910061138369e-12,4.194426318871089e-12,2.1245925972932593e-12,3.3015901798834772e-12,7.983242412181784e-12,6.870174548433035e-12,L932,learning4,AW,Early,Last,Type_B
12,12,4.365932548222189e-12,4.583532052323768e-12,5.108104763777585e-12,4.639895422324869e-12,4.402235255083034e-12,1.0406455483818519e-11,8.494045656341065e-12,L932,learning4,AW,Early,Last,Type_B
13,13,1.356511742836349e-11,1.395336803621823e-11,1.0848192503740084e-11,1.0207608951198152e-11,1.083883205677477e-11,1.0191367157126405e-11,1.1849877820597828e-11,L932,learning4,AW,Early,Last,Type_B
14,14,2.4531916321056258e-12,2.126056262301142e-12,3.1090434571569228e-12,2.9369530103570146e-12,5.451497755545608e-12,4.57674905523242e-12,2.878624740361014e-12,L932,learning4,AW,Early,Last,Type_B
15,15,2.2302855766621557e-12,2.0908595742502892e-12,2.3283013079116243e-12,4.380923313944791e-12,3.5066890980332563e-12,4.869101174079681e-12,2.865366637826709e-12,L932,learning4,AW,Early,Last,Type_B
16,16,2.3835269716769306e-12,3.423761276773755e-12,8.08458470279814e-12,1.1941433113613147e-11,9.979944971782786e-12,1.1253597330326127e-11,1.2160261421889573e-11,L932,learning4,AW,Early,Last,Type_B
17,17,4.3568713902929525e-12,6.4980915656840556e-12,6.2935063287179085e-12,5.845047112052885e-12,9.03097772537963e-12,1.2225917988729401e-11,1.3888464807250158e-11,L932,learning4,AW,Early,Last,Type_B
18,18,2.6640165000262208e-12,4.683778304656758e-12,5.827753400091526e-12,7.060108220352516e-12,4.931479358497817e-12,3.957451959488616e-12,2.9708745739057528e-12,L932,learning4,AW,Early,Last,Type_B
19,19,2.9401775058430696e-12,2.9393298635080025e-12,2.1289681377354186e-12,2.5163872257635293e-12,4.4308021211146895e-12,3.262570604348082e-12,4.142359051166168e-12,L932,learning4,AW,Early,Last,Type_B
20,20,6.26210775321737e-12,5.292884950109051e-12,3.545809966648984e-12,4.5783200744766975e-12,7.637972040946185e-12,1.3342393407243523e-11,1.2995807212929378e-11,L932,learning4,AW,Early,Last,Type_B
21,21,2.1423939626203863e-12,4.16818764462375e-12,1.0010272797187399e-11,1.1416845990753364e-11,7.411081560485034e-12,6.477714885872183e-12,7.31955254107232e-12,L932,learning4,AW,Early,Last,Type_B
22,22,2.8598688413206828e-12,3.978180273574306e-12,2.7807169611580737e-12,3.874231624212991e-12,5.172243215994858e-12,5.64519171899079e-12,3.4706384240857067e-12,L932,learning4,AW,Early,Last,Type_B
23,23,2.4929306306785136e-12,2.3096243624019602e-12,2.2355363200515546e-12,3.7465383082594785e-12,5.797160109580363e-12,8.70262658973762e-12,8.776965726298402e-12,L932,learning4,AW,Early,Last,Type_B
24,24,3.3831880651516542e-12,2.68730571932279e-12,3.510492674947096e-12,2.9358398971975057e-12,2.3767090946879586e-12,3.779780196820812e-12,3.396754052356591e-12,L932,learning4,AW,Early,Last,Type_B
25,25,5.032160765047972e-12,7.015379018359253e-12,4.036315538653177e-12,4.037829796898871e-12,4.742832032485874e-12,4.498886857123247e-12,8.716365420001932e-12,L932,learning4,AW,Early,Last,Type_B
26,26,4.901788257043596e-12,6.28360303507136e-12,5.342868823002996e-12,3.9411429990234434e-12,2.7238475676802834e-12,4.802645991441029e-12,3.891563215346989e-12,L932,learning4,AW,Early,Last,Type_B
27,27,2.767661760140542e-12,3.256370255871887e-12,3.0966056303660826e-12,3.0268313640157203e-12,3.5990838213322123e-12,3.412778392205903e-12,2.915451900132879e-12,L932,learning4,AW,Early,Last,Type_B
0,0,4.2468304279928395e-12,3.960312640628353e-12,6.796176826049588e-12,6.093737649088574e-12,2.4680108216204455e-12,2.6266948391960304e-12,3.404644878599709e-12,L932,performance6,NW,Advanced,Last,Type_A
1,1,6.192077994534016e-12,4.505751354483291e-12,3.5534838426192012e-12,4.0560690817693044e-12,3.718212339988586e-12,2.9341914483368662e-12,2.87177384110992e-12,L932,performance6,NW,Advanced,Last,Type_A
2,2,6.638671763705724e-12,4.116177508514145e-12,3.651633451889538e-12,3.3789616086805962e-12,2.324888001676866e-12,4.493804353214257e-12,3.4124714427493046e-12,L932,performance6,NW,Advanced,Last,Type_A
3,3,2.4109306989328842e-12,3.5133594166614176e-12,2.346424004591188e-12,3.7361793610856455e-12,2.775059287632618e-12,3.741172213923765e-12,2.852830620927856e-12,L932,performance6,NW,Advanced,Last,Type_A
4,4,3.7937570664829135e-12,5.1608177311616976e-12,6.228688414528824e-12,5.851265746919279e-12,6.752359555620658e-12,5.348173467089743e-12,6.718304547399192e-12,L932,performance6,NW,Advanced,Last,Type_A
5,5,8.536456420686999e-12,8.63167391339017e-12,9.544858355179235e-12,6.9924793346053866e-12,4.754426034940824e-12,5.3481122007823525e-12,4.697311288594595e-12,L932,performance6,NW,Advanced,Last,Type_A
6,6,4.635491136020009e-12,5.60846611629128e-12,3.854659762655696e-12,6.585718396889405e-12,4.66640028348955e-12,6.643134101895278e-12,4.244062392934799e-12,L932,performance6,NW,Advanced,Last,Type_A
7,7,2.6883642246080813e-12,3.2471012540377683e-12,2.207735800573485e-12,2.9977307588338087e-12,2.3958324330223466e-12,3.764044237826166e-12,5.230415827610477e-12,L932,performance6,NW,Advanced,Last,Type_A
