,trial_number,ERP [0.  0.2],ERP [0.2 0.4],ERP [0.4 0.6],ERP [0.6 0.8],ERP [0.8 1. ],ERP [1.  1.2],ERP [1.2 1.4],subject,round,stim_type,stage_of_learning,part_of_exp,real_stim
8,8,3.2068147982269243e-12,2.062311780770096e-12,4.319487157732262e-12,3.953217395632571e-12,3.3835604722251225e-12,2.4989495113867753e-12,3.722117111518772e-12,L905,learning4,NW,Early,Last,Type_A
9,9,4.424672257345757e-12,2.4192322248545463e-12,2.452784028421639e-12,1.3333067093167562e-12,2.459389682571963e-12,3.795620223719435e-12,3.387411390933169e-12,L905,learning4,NW,Early,Last,Type_A
10,10,2.3883954621758244e-12,4.35306770289787e-12,3.4185233121876623e-12,4.933164112948682e-12,5.603490332611416e-12,4.485005712286818e-12,4.373001406420551e-12,L905,learning4,NW,Early,Last,Type_A
11,11,1.981876038008166e-12,2.1367813069064937e-12,3.968155417997306e-12,3.5050930604083584e-12,3.040089358976185e-12,2.477065320050463e-12,5.635930190340556e-12,L905,learning4,NW,Early,Last,Type_A
12,12,1.989403972132606e-12,2.704454284128018e-12,3.56486039317764e-12,2.7343052709362163e-12,2.1822503062291144e-12,2.1137564537188445e-12,2.9953846799423848e-12,L905,learning4,NW,Early,Last,Type_A
13,13,3.826651215331165e-12,4.697254049231605e-12,4.64816516899531e-12,7.057306000459551e-12,6.016775422658415e-12,4.944569616570609e-12,5.74606805321936e-12,L905,learning4,NW,Early,Last,Type_A
14,14,4.578054097667546e-12,5.834614482224367e-12,5.907092596744024e-12,4.656576508427077e-12,6.3994227753962686e-12,6.018545479483357e-12,3.150858484543089e-12,L905,learning4,NW,Early,Last,Type_A
15,15,3.2870192684702967e-12,2.1831293921074867e-12,3.5194162798519707e-12,3.2388774768681985e-12,3.948742265653318e-12,3.2431652066244083e-12,4.458047246925002e-12,L905,learning4,NW,Early,Last,Type_A
16,16,4.536060598881058e-12,4.1966914968061074e-12,3.950819309149593e-12,2.0749543992761046e-12,2.6276021993566408e-12,2.031056527740739e-12,3.1922894888191083e-12,L905,learning4,NW,Early,Last,Type_A
17,17,1.6208029282626673e-12,4.791698714396393e-12,6.8948332610455e-12,6.955628690397746e-12,6.087342746631921e-12,4.073469739574116e-12,4.208738911182062e-12,L905,learning4,NW,Early,Last,Type_A
18,18,2.186588923839786e-12,2.0971078270058985e-12,2.575741740909449e-12,2.4957287354359093e-12,3.25240878536767e-12,1.852778930709014e-12,2.3109182311130354e-12,L905,learning4,NW,Early,Last,Type_A
19,19,2.8107098376701724e-12,3.197851599945703e-12,3.836172825356351e-12,3.366209069672118e-12,3.756429752695777e-12,6.033762317740667e-12,6.6733066984395735e-12,L905,learning4,NW,Early,Last,Type_A
20,20,4.299729897019214e-12,4.125910340069027e-12,3.5686091830244404e-12,2.0005109864475937e-12,4.377893404226775e-12,2.672794656374376e-12,2.524700516774635e-12,L905,learning4,NW,Early,Last,Type_A
21,21,2.122604197162619e-12,5.422333126289412e-12,5.529632208899772e-12,5.1880189079211055e-12,3.2783713208574026e-12,3.4738010632557682e-12,2.7777766544418973e-12,L905,learning4,NW,Early,Last,Type_A
22,22,2.6859855417326442e-12,2.9008235636706934e-12,3.1975223766951613e-12,4.109608769829894e-12,4.6994657736275724e-12,3.172410390166329e-12,2.587453177560539e-12,L905,learning4,NW,Early,Last,Type_A
23,23,3.7446845839890335e-12,6.07065411524228e-12,4.556088903809614e-12,5.620051528345002e-12,5.3294867766014e-12,4.503584402514229e-12,5.223202871633965e-12,L905,learning4,NW,Early,Last,Type_A
24,24,2.663061247797281e-12,1.588759991650426e-12,3.268859603749156e-12,2.5768495971969584e-12,4.666259797866574e-12,4.96111021704984e-12,3.8975355793814875e-12,L905,learning4,NW,Early,Last,Type_A
25,25,5.023169461889084e-12,4.163568677369489e-12,2.0422057707004646e-12,2.444100857450134e-12,2.8644117587142497e-12,4.182018020809164e-12,2.0981406645909855e-12,L905,learning4,NW,Early,Last,Type_A
26,26,2.295006589884893e-12,2.791543849311707e-12,1.7258376477856332e-12,2.537900711049867e-12,2.379295916860232e-12,3.827060620828552e-12,3.899894058532591e-12,L905,learning4,NW,Early,Last,Type_A
27,27,3.99195931203339e-12,2.0664735394251165e-12,2.236912558731919e-12,3.1696502965775815e-12,2.405273371581989e-12,2.770417139862911e-12,2.2433477352844355e-12,L905,learning4,NW,Early,Last,Type_A
0,0,3.1946199026332034e-12,3.3664202221994955e-12,1.676335944498827e-12,2.296134779373e-12,2.4009214820727774e-12,2.9273493131557612e-12,3.89405580089532e-12,L905,learning4,AW,Early,Last,Type_B
1,1,3.6206562377013457e-12,4.942297808985691e-12,4.239424277148992e-12,2.955732885765396e-12,2.5541871984672045e-12,2.5505588244533254e-12,2.63683689114376e-12,L905,learning4,AW,Early,Last,Type_B
2,2,4.2007724770032245e-12,5.676275226795441e-12,4.632715825481358e-12,5.74057025535655e-12,6.86123406819665e-12,9.183519998188444e-12,1.0122715380982622e-11,L905,learning4,AW,Early,Last,Type_B
3,3,4.55058890562562e-12,4.288813278713402e-12,2.84487541707048e-12,3.13043619032094e-12,2.232834338627616e-12,2.2019497534643655e-12,3.4915267530016425e-12,L905,learning4,AW,Early,Last,Type_B
4,4,2.0370776651737643e-12,2.2638981334772496e-12,2.7808997017862265e-12,2.2365660190002007e-12,1.8894261911589448e-12,1.880569887260174e-12,1.9947224396518886e-12,L905,learning4,AW,Early,Last,Type_B
5,5,3.1264276191429864e-12,3.431164103101316e-12,2.4050551889586614e-12,1.6531228062690568e-12,3.445130458050289e-12,2.785064126721917e-12,1.9331337587528395e-12,L905,learning4,AW,Early,Last,Type_B
6,6,2.76093640402119e-12,2.4179500857626205e-12,4.2436860589315285e-12,4.9405406532687284e-12,4.178604282970705e-12,5.615715037982827e-12,5.07967865317573e-12,L905,learning4,AW,Early,Last,Type_B
7,7,2.5310563484118365e-12,3.754849205704141e-12,3.3590168182682416e-12,4.714213622496233e-12,3.254705275625289e-12,2.1933750370836754e-12,2.0870662821710608e-12,L905,learning4,AW,Early,Last,Type_B
8,8,3.1791369673941603e-12,2.048078343424232e-12,3.398506254637321e-12,3.3686038145820534e-12,2.923130345374725e-12,7.844797023258984e-13,2.1373942839797024e-12,L905,learning4,AW,Early,Last,Type_B
9,9,2.833583296278122e-12,3.586135096322109e-12,5.240065888168542e-12,4.506082754795803e-12,2.995394237926711e-12,2.31841074456324e-12,2.584065433051213e-12,L905,learning4,AW,Early,Last,Type_B
10,10,3.3505228652269703e-12,4.6977893893907535e-12,4.677689360814397e-12,5.6001104283938254e-12,4.545827793591468e-12,3.359085691887621e-12,4.752944164368495e-12,L905,learning4,AW,Early,Last,Type_B
11,11,4.203496093174338e-12,5.0519352484300504e-12,5.100311984404519e-12,5.966818518042112e-12,1.862202795264735e-12,1.8518930936513733e-12,1.9447657786758036e-12,L905,learning4,AW,Early,Last,Type_B
12,12,2.1879673909462082e-12,3.1987101299165522e-12,3.0547993061883097e-12,2.2201475037836236e-12,3.5992330609461876e-12,6.407276002352563e-12,5.714649662423288e-12,L905,learning4,AW,Early,Last,Type_B
13,13,2.2841898206501796e-12,3.8513330165852e-12,2.8503377151777477e-12,3.0354742000297617e-12,4.585708278514803e-12,3.96901070718502e-12,3.184912750020476e-12,L905,learning4,AW,Early,Last,Type_B
14,14,2.2488114033591195e-12,3.3962754065196295e-12,1.6340113832398383e-12,4.2676918948481865e-12,1.7322682035086092e-12,2.0698420427537132e-12,3.983024960598604e-12,L905,learning4,AW,Early,Last,Type_B
15,15,2.805782740166798e-12,2.002243601760685e-12,2.819905683864516e-12,3.799436696314111e-12,1.6160756961739729e-12,2.767715788957365e-12,3.3669763087978556e-12,L905,learning4,AW,Early,Last,Type_B
16,16,2.8602882796779163e-12,3.5689662956173093e-12,2.7988985761763253e-12,2.8602012092162947e-12,2.2464360356962866e-12,2.6319901830880162e-12,3.714946048091427e-12,L905,learning4,AW,Early,Last,Type_B
17,17,3.547526876181129e-12,5.644907379811359e-12,5.165653268013134e-12,5.407895871595416e-12,6.5448843557211305e-12,6.1471849453681526e-12,4.200529198080929e-12,L905,learning4,AW,Early,Last,Type_B
18,18,2.8820926853368995e-12,2.824203720551588e-12,2.6847689982622287e-12,2.087162291146739e-12,3.089269028821636e-12,3.908897574326871e-12,3.980102130076839e-12,L905,learning4,AW,Early,Last,Type_B
19,19,3.3220355906582464e-12,2.765403041287891e-12,4.726073536634547e-12,6.807999686717187e-12,6.436882978348687e-12,5.83248810982212e-12,5.074762558828876e-12,L905,learning4,AW,Early,Last,Type_B
20,20,2.6022937855118863e-12,2.209677817092422e-12,4.625303580724725e-12,3.6087833929933854e-12,4.421980568315672e-12,5.395421579404197e-12,7.310058200143886e-12,L905,learning4,AW,Early,Last,Type_B
21,21,2.691012019634056e-12,2.2331726399474697e-12,2.504689941565872e-12,2.3259463577155644e-12,3.2765648137505685e-12,2.8477873630576926e-12,3.4829195384663424e-12,L905,learning4,AW,Early,Last,Type_B
22,22,3.063110158083686e-12,3.119516016457362e-12,4.35111370914612e-12,4.307222514748208e-12,2.321737525910203e-12,3.166410987495075e-12,2.5932827106684755e-12,L905,learning4,AW,Early,Last,Type_B
23,23,2.4876187178950964e-12,3.564100107780117e-12,1.630486123308538e-12,2.3199342479568992e-12,2.5958542364218833e-12,2.87272725760578e-12,3.1417746446207897e-12,L905,learning4,AW,Early,Last,Type_B
24,24,1.6745343760973933e-12,2.133359184898461e-12,4.061745622002225e-12,2.8608125635720152e-12,2.802803409924899e-12,2.7738063376851537e-12,3.4307628191382672e-12,L905,learning4,AW,Early,Last,Type_B
25,25,2.096473102959832e-12,3.2208241470486155e-12,2.0704795555789508e-12,2.854425939843194e-12,2.2781797467264773e-12,4.091509929103515e-12,4.528050048185009e-12,L905,learning4,AW,Early,Last,Type_B
26,26,2.4855156845585704e-12,2.1503341150559006e-12,2.3164643220717072e-12,2.9564050334912536e-12,3.875915677786358e-12,4.046701698907832e-12,4.477818948505675e-12,L905,learning4,AW,Early,Last,Type_B
27,27,1.918782754633341e-12,2.9306623223373594e-12,3.1360938068613335e-12,4.371663028111632e-12,2.278322955348674e-12,3.3680545250999004e-12,3.596251065974231e-12,L905,learning4,AW,Early,Last,Type_B
0,0,2.451477500498356e-12,4.0326219436848825e-12,3.910357250961871e-12,3.500073746343351e-12,3.0340143931431893e-12,2.347115960247171e-12,3.330694041354664e-12,L905,performance6,NW,Advanced,Last,Type_A
1,1,2.3060925584921785e-12,1.7475271736911148e-12,3.1312972702764132e-12,2.777054515697916e-12,3.3550325235021338e-12,3.5256581150041337e-12,3.965984604999536e-12,L905,performance6,NW,Advanced,Last,Type_A
2,2,2.5762387766400875e-12,2.4009305237026628e-12,1.9471533115833903e-12,1.9446205366414796e-12,1.8663414059672033e-12,2.3225072107417767e-12,2.7216346845880495e-12,L905,performance6,NW,Advanced,Last,Type_A
3,3,2.548383010919425e-12,1.764068608739844e-12,3.0826497405105907e-12,4.373291377429813e-12,3.376198820900128e-12,2.1628558533201107e-12,4.622296906956605e-12,L905,performance6,NW,Advanced,Last,Type_A
4,4,2.668681757758436e-12,2.665697213577161e-12,2.110999054321818e-12,3.605875819737485e-12,2.466227499293245e-12,2.272741066916581e-12,2.012848118695083e-12,L905,performance6,NW,Advanced,Last,Type_A
5,5,2.5951566966174498e-12,5.201113482903111e-12,5.271841016308914e-12,4.099228969418314e-12,3.305682319849121e-12,4.561562974177917e-12,5.2733034933526915e-12,L905,performance6,NW,Advanced,Last,Type_A
6,6,2.426852309058047e-12,2.606880960722359e-12,2.146657495821368e-12,1.991354337835389e-12,1.943255667256352e-12,3.101820703238576e-12,4.098381232495796e-12,L905,performance6,NW,Advanced,Last,Type_A
7,7,1.6844470428175559e-12,2.349592199223345e-12,2.856633159705664e-12,3.1463536424748224e-12,3.727981949004899e-12,3.865955684390474e-12,4.327881700913833e-12,L905,performance6,NW,Advanced,Last,Type_A
8,8,2.3492489619116655e-12,2.0762154878146595e-12,3.72364480273303e-12,5.386045705380789e-12,3.0245736360053763e-12,3.230677346561214e-12,3.104603647449652e-12,L905,performance6,NW,Advanced,Last,Type_A
9,9,5.0640651399614846e-12,5.588887363805633e-12,4.385674747822036e-12,5.423973108313375e-12,8.40278987371197e-12,6.344132980709688e-12,5.528006452208097e-12,L905,performance6,NW,Advanced,Last,Type_A
10,10,3.415351050682794e-12,2.5298318254820837e-12,3.3486147975589e-12,3.671348818696632e-12,2.8651100358356138e-12,3.6140173461412146e-12,3.5943741113748685e-12,L905,performance6,NW,Advanced,Last,Type_A
11,11,2.7105887632993426e-12,5.8690709226863385e-12,6.072732973732174e-12,7.649544406134211e-12,7.688860774604896e-12,8.653587158579874e-12,6.774896491850596e-12,L905,performance6,NW,Advanced,Last,Type_A
12,12,4.3622102343331075e-12,3.8107479854083415e-12,3.22088421473143e-12,2.5187240188033746e-12,2.211486404832422e-12,4.203380910469636e-12,4.862025325713676e-12,L905,performance6,NW,Advanced,Last,Type_A
13,13,2.064773483903541e-12,4.630464588340968e-12,5.118942471339986e-12,4.704288167475253e-12,4.992944346050636e-12,4.744123923388872e-12,4.7927182042966814e-12,L905,performance6,NW,Advanced,Last,Type_A
14,14,2.110479029576557e-12,1.865235646885047e-12,2.7981481559785164e-12,2.9002712574691203e-12,3.112630467574814e-12,2.994613498380705e-12,2.9141976496079734e-12,L905,performance6,NW,Advanced,Last,Type_A
15,15,3.472454635709885e-12,4.94337274108741e-12,7.124839932811442e-12,6.2827037906302845e-12,7.486468806627602e-12,7.199611628636967e-12,7.954018698332017e-12,L905,performance6,NW,Advanced,Last,Type_A
16,16,2.9807616198317832e-12,4.323879783420296e-12,5.416411260323796e-12,5.130988797184954e-12,4.983726116744068e-12,4.170363647526378e-12,3.018356704488399e-12,L905,performance6,NW,Advanced,Last,Type_A
17,17,2.318724467101529e-12,2.994458354028844e-12,2.4586199407553267e-12,4.446921898926094e-12,5.790371754342543e-12,5.404679405188344e-12,5.143137106908764e-12,L905,performance6,NW,Advanced,Last,Type_A
18,18,1.6549059787681861e-12,2.1862977773682448e-12,2.113720021269014e-12,3.3380821027362867e-12,4.188706345554054e-12,2.031995030237897e-12,2.2103702672973375e-12,L905,performance6,NW,Advanced,Last,Type_A
19,19,3.697736731782638e-12,2.7126348088599952e-12,1.8453758382573355e-12,2.797936820478694e-12,2.826889455224141e-12,3.656043709608682e-12,4.374448265680723e-12,L905,performance6,NW,Advanced,Last,Type_A
20,20,3.3433122592058848e-12,3.1559930813273977e-12,3.987255620008746e-12,3.2986832377274517e-12,2.320806364697832e-12,2.52855293027452e-12,1.7063458037224502e-12,L905,performance6,NW,Advanced,Last,Type_A
21,21,3.989558163863189e-12,3.407305347568723e-12,5.134869115533305e-12,3.7819315961320525e-12,3.849142177408393e-12,5.177808220567065e-12,2.9291826117702507e-12,L905,performance6,NW,Advanced,Last,Type_A
22,22,2.399022450607443e-12,3.4937806044771357e-12,3.969088611579985e-12,5.3834402739029676e-12,7.625863188144693e-12,6.833471807985461e-12,7.463328808725293e-12,L905,performance6,NW,Advanced,Last,Type_A
23,23,2.5715254723596305e-12,2.359572152509521e-12,3.335814805112012e-12,6.700616018116394e-12,4.1111479224070904e-12,2.5914828479423767e-12,2.6218186652112366e-12,L905,performance6,NW,Advanced,Last,Type_A
24,24,3.97845122940482e-12,2.97319362675916e-12,1.8241224952075453e-12,3.968940382190994e-12,2.5899771594553612e-12,2.7375343717456732e-12,2.06702058749482e-12,L905,performance6,NW,Advanced,Last,Type_A
25,25,2.9008141535761708e-12,1.8454950769804503e-12,3.4632591833714825e-12,5.147621643687488e-12,3.79469726418876e-12,2.3520155238864644e-12,1.8696248371878955e-12,L905,performance6,NW,Advanced,Last,Type_A
26,26,3.680989898874061e-12,1.5787693008957394e-12,2.698969681989835e-12,1.2126354755476602e-12,2.2547920383683747e-12,2.684089572148362e-12,4.104518954000872e-12,L905,performance6,NW,Advanced,Last,Type_A
27,27,1.9306743865798e-12,1.4445170775864655e-12,2.7442453497972663e-12,2.829264066187371e-12,2.8588015421160834e-12,2.9741726723837032e-12,2.7583375401687096e-12,L905,performance6,NW,Advanced,Last,Type_A
0,0,4.154544557017175e-12,4.8780716028737056e-12,4.895698023865744e-12,4.848465594460681e-12,2.415492321382411e-12,2.0088584159690326e-12,4.4172894246343394e-12,L905,performance6,AW,Advanced,Last,Type_B
1,1,2.087159932662936e-12,3.541524147249148e-12,2.330457120027855e-12,2.4158440498560248e-12,2.3288170120165118e-12,2.115561629429784e-12,4.949365411186763e-12,L905,performance6,AW,Advanced,Last,Type_B
2,2,1.7930386385147541e-12,3.4664259665572994e-12,4.2954314943872525e-12,2.2052120701688606e-12,3.22429309469024e-12,2.1794843809751654e-12,2.6489284131208936e-12,L905,performance6,AW,Advanced,Last,Type_B
3,3,2.930319721940357e-12,2.15751168951118e-12,1.982930687304242e-12,1.991642127906143e-12,1.2634933945823913e-12,2.148952355608429e-12,3.6007047191751057e-12,L905,performance6,AW,Advanced,Last,Type_B
4,4,3.3284485376093167e-12,2.891418539849652e-12,1.820913240318255e-12,2.496282695754904e-12,1.7482655766308878e-12,2.021780696615175e-12,3.405834463096161e-12,L905,performance6,AW,Advanced,Last,Type_B
5,5,3.786207649765292e-12,3.5928617720139244e-12,3.617202642106864e-12,7.000771099993778e-12,8.729050682523386e-12,6.56190692112646e-12,4.9166981125061085e-12,L905,performance6,AW,Advanced,Last,Type_B
6,6,3.344921994179021e-12,1.915492057235726e-12,2.722072363592366e-12,2.121072996909014e-12,1.86771414336129e-12,3.1401537483285118e-12,2.767554987965853e-12,L905,performance6,AW,Advanced,Last,Type_B
7,7,3.473692624171094e-12,2.01069695934135e-12,1.638352573706689e-12,2.485965949120932e-12,4.41731960578407e-12,3.1943225049584767e-12,4.638648576756837e-12,L905,performance6,AW,Advanced,Last,Type_B
8,8,4.3934719821089556e-12,3.616727558805429e-12,3.0801563579466955e-12,2.1507090034993242e-12,3.2650437599284358e-12,2.142595947142843e-12,2.5692578828322815e-12,L905,performance6,AW,Advanced,Last,Type_B
9,9,3.535147103213246e-12,5.2865835062558004e-12,5.244884020929113e-12,5.4723705542876244e-12,3.971900809673657e-12,2.9777740310200364e-12,4.008091889387564e-12,L905,performance6,AW,Advanced,Last,Type_B
10,10,2.354074270913553e-12,2.084810119117837e-12,3.401194650938704e-12,1.958509102716225e-12,2.7155300287622875e-12,2.084457007787327e-12,2.688164817981301e-12,L905,performance6,AW,Advanced,Last,Type_B
11,11,3.759670592428068e-12,3.9757182676834895e-12,2.0953393045134486e-12,2.6296710439817096e-12,2.230311473077918e-12,2.1883343057450996e-12,2.2171453027614122e-12,L905,performance6,AW,Advanced,Last,Type_B
12,12,3.4896395201577786e-12,3.1544078708643373e-12,2.472218492403621e-12,2.2672712956254285e-12,1.6190353749039304e-12,1.9947767699662092e-12,1.8714749192600216e-12,L905,performance6,AW,Advanced,Last,Type_B
13,13,3.3052128854342706e-12,2.4970084109899377e-12,3.2396520234559545e-12,4.1849824558535565e-12,4.404268652673429e-12,4.587245805273282e-12,4.2118699263561225e-12,L905,performance6,AW,Advanced,Last,Type_B
14,14,3.1219896581551865e-12,3.413765230053149e-12,3.402761746354409e-12,3.625620819746109e-12,4.54566066609508e-12,3.800388370889035e-12,3.088944710550641e-12,L905,performance6,AW,Advanced,Last,Type_B
15,15,3.5242245739670925e-12,2.295160168988894e-12,1.7197843246467065e-12,2.3320575885320854e-12,2.5521321767901065e-12,1.3519145999305815e-12,2.7639763380706734e-12,L905,performance6,AW,Advanced,Last,Type_B
16,16,3.5541219000975864e-12,2.9626823397126045e-12,2.7179441354131865e-12,3.654337451825173e-12,6.916608148054559e-12,7.029004139002105e-12,5.733254212239375e-12,L905,performance6,AW,Advanced,Last,Type_B
